ReportingYear,ManEPA Region,ManState,ManID,ManName,ManPrimaryNAICSCode,PrimaryNAICSCodeDescription,FormIndicator,Onsite_Offsite,Page,Subpage,FormCode,FormCodeDescription,ManagementMethodCode,ManagementMethodCodeDescription,ManTons,GenState,GenID,EPAHazWasteCodes,WasteCodeGroup,WasteCode GroupDescription,WasteDescription
2009,01,CT,CTD002593887,BRIDGEPORT UNITED RECYCLING,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,506,1,W205,Oil-water emulsion or mixture (fluid but not sludge),H061,Fuel blending prior to energy recovery at another site,0.8632193,NY,NYD111851994,D039F002F003F005,F1_5,Mixture of F001-F005 waste code wastes (i.e._ mixture of spent halogenated and non-halogenated solvents),USED OIL - SOLVENT CONTAMINATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,CT,CTD021816889,UNITED OIL RECOVERY INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,511,1,W205,Oil-water emulsion or mixture (fluid but not sludge),H061,Fuel blending prior to energy recovery at another site,0.8165138,NH,NHD500020656,D001F003,F003,Spent non-halogenated solvents_ as specified,USED OIL AND COOLANTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,671,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.074995,MA,MACESQG,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUIDS N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1268,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.4784847,MA,MAD980731640,F001,F001,Spent halogenated solvents used in degreasing_ as specified,HAZARDOUS WASTE LIQUID N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1267,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.224,MA,MAD980731640,F001,F001,Spent halogenated solvents used in degreasing_ as specified,HAZARDOUS WASTE LIQUID N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1969,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.16041,MA,MAD000015010,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1607,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,5.797685,NY,NYCESQG,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),FLAMMABLE LIQUIDS N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1821,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.16041,MA,MAD982196255,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1812,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.618725,MA,MACESQG,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUIDS N.O.S. (OIL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1742,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.22916,MA,MAD019573542,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE FLAMMABLE LIQUIDS N.O.S. (BENZENE OIL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1287,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.20624,MA,MA5000001693,D001,D001,Ignitable waste,FLAMMABLE LIQUIDS N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD981552177,,,,GM,OFFSITE,1,1,W206,Waste oil,H020,Solvents recovery ,2.21,CA,CAD057731812,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUIDS_ JET FUEL AND OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1049,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.20624,RI,RIR000506451,D001,D001,Ignitable waste,FLAMMABLE LIQUIDS N.O.S. (PAINT THINNER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1219,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.32082,MA,MACESQG,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1160,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.3,NH,NHD510197536,F002,F002,Spent halogenated solvents_ as specified,HAZARDOUS WASTE LIQUID N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,852,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,1.12287,MA,MAD019165406,U044,U044,Chloroform waste,HAZARDOUS WASTE LIQUID N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,853,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,3.849845,MA,MAD019165406,U044,U044,Chloroform waste,HAZARDOUS WASTE LIQUID N.O.S. (CHLOROFORM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,824,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.8708,MA,MACESQG,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),FLAMMABLE LIQUIDS N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,825,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,5.137295,MA,MACESQG,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),FLAMMABLE LIQUIDS N.O.S. (GASOLINE & DESEIL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,452,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.014585,MA,MAD056004500,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE BENZENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,1037,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.20624,MA,MAD981070055,D039D040,TCOR Only,Mixture of D018-D043 waste code wastes (i.e._ toxicity characteristic organic (TCOR) wastes),HAZARDOUS WASTE LIQUID N.O.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,803,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,0.115,MA,MA5000004077,D004,D004,Arsenic waste,HAZARDOUS WASTE LIQUID N.O.S. (ARSENIC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,01,MA,MAD053452637,CLEAN HARBORS OF BRAINTREE INC,562211,Hazardous Waste Treatment and Disposal,WR,OFFSITE,600,1,W206,Waste oil,H061,Fuel blending prior to energy recovery at another site,1.649935,MA,MAD076575513,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUIDS N.O.S. (HEXANE AND OIL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
